county,perc_covered,not_covered_count,total_count,not_covered
42025,32.14,38,56,"420250207004,420250206002,420250201022,420250208022,420250201061,420250205022,420250203023,420250207001,420250201021,420250208013,420250201033,420250201032,420250208012,420250201062,420250201073,420250208021,420250206003,420250208023,420250203011,420250201031,420250203012,420250208011,420250207002,420250205012,420250201072,420250205013,420250201081,420250202012,420250202011,420250209005,420250201023,420250205021,420250201083,420250202021,420250203021,420250202023,420250203013,420250205011"
42027,48.62,56,109,"420270116001,420270119042,420270121001,420270110024,420270117021,420270105003,420270109023,420270119012,420270108021,420270106002,420270114021,420270117023,420270119043,420270105001,420270101002,420270106003,420270103002,420270107003,420270102001,420270110021,420270112011,420270112013,420270101001,420270113033,420270104002,420270107002,420270101003,420270112021,420270119011,420270104003,420270106001,420270105002,420270110012,420270108011,420270109012,420270110022,420270109011,420270110023,420270101004,420270108023,420270110011,420270119044,420270116002,420270105004,420270119041,420270109021,420270114022,420270102002,420270108022,420270104001,420270107001,420270109022,420270102003,420270118003,420270103003,420270112012"
42029,60.55,144,365,"420293049005,420293003031,420293038011,420293118001,420293077001,420293046003,420293027063,420293021041,420293014011,420293077002,420293051011,420293070002,420293017002,420293001012,420293049001,420293070005,420293019003,420293031002,420293013001,420293045032,420293021032,420293043005,420293038012,420293038031,420293066002,420293030002,420293042012,420293072001,420293070001,420293013004,420293046002,420293044052,420293081022,420293110001,420293110003,420293039022,420293067002,420293016001,420293069001,420293010012,420293082001,420293018002,420293081012,420293114041,420293114031,420293071001,420293114014,420293033023,420293110004,420293028041,420293021043,420293029013,420293051023,420293033022,420293046001,420293115001,420293065032,420293039011,420293114042,420293060002,420293020002,420293019002,420293114012,420293010022,420293069003,420293001072,420293022041,420293068001,420293051012,420293013002,420293055002,420293079001,420293110006,420293065041,420293041022,420293118002,420293078001,420293065043,420293113001,420293051013,420293016002,420293020003,420293049006,420293067003,420293053005,420293117021,420293031003,420293042011,420293022071,420293015002,420293017001,420293066001,420293053003,420293081021,420293022052,420293003012,420293049002,420293039021,420293067001,420293043004,420293005012,420293020001,420293082002,420293069002,420293049003,420293080001,420293070004,420293112002,420293117012,420293111001,420293035012,420293057002,420293073002,420293015001,420293113003,420293114013,420293116001,420293117022,420293014025,420293078002,420293065012,420293019001,420293005014,420293113004,420293035011,420293117011,420293014021,420293018004,420293053001,420293041011,420293040003,420293029011,420293021042,420293112001,420293029014,420293021034,420293035022,420293039023,420293033011,420293060001,420293010011,420293049004,420293079002,420293063001"
42031,17.50,33,40,"420311604003,420311601014,420311601041,420311604001,420311605001,420311609003,420311607011,420311602022,420311601011,420311605003,420311603002,420311608001,420311603004,420311603001,420311604002,420311607021,420311609002,420311606002,420311601012,420311603003,420311608002,420311601042,420311605002,420311606001,420311602021,420311601043,420311605004,420311601013,420311602011,420311601031,420311602012,420311601032,420311609001"
42033,25.76,49,66,"420333316001,420333310004,420333316002,420333309003,420333304001,420333314021,420333303002,420333305001,420333307002,420333315001,420333309002,420333314012,420333305003,420333301001,420333310002,420333301003,420333308005,420333304003,420333308001,420333308004,420333319001,420333315002,420333301004,420333318003,420333309005,420333318001,420333301002,420333319002,420333313001,420333305002,420333313002,420333310001,420333317002,420333314011,420333308003,420333308002,420333307001,420333314022,420333317004,420333306001,420333309001,420333304004,420333313003,420333318002,420333317003,420333317001,420333310003,420333304002,420333306002"
42035,33.33,24,36,"420350309003,420350309001,420350308003,420350304005,420350301001,420350308002,420350304003,420350302004,420350303002,420350308001,420350305003,420350305002,420350303001,420350304001,420350301002,420350302003,420350307017,420350309002,420350302002,420350305001,420350302001,420350304002,420350309004,420350303003"
42037,38.89,33,54,"420370515003,420370504001,420370513002,420370502001,420370508002,420370508001,420370509001,420370515005,420370505003,420370504002,420370503001,420370502002,420370505004,420370515001,420370514002,420370502004,420370511021,420370503002,420370515004,420370501005,420370513001,420370504003,420370503003,420370502003,420370510002,420370501002,420370515002,420370505001,420370509002,420370501001,420370501003,420370512001,420370515006"
42039,30.12,58,83,"420391101006,420391118003,420391109002,420391103004,420391102011,420391119003,420391120022,420391110002,420391101001,420391118005,420391101002,420391103002,420391119001,420391108001,420391105021,420391102024,420391119002,420391101005,420391117001,420391111003,420391107003,420391108005,420391103003,420391118004,420391113001,420391114004,420391120013,420391120021,420391101003,420391109004,420391109001,420391102022,420391106001,420391120011,420391109003,420391102023,420391107001,420391108002,420391108003,420391114002,420391103001,420391102012,420391117003,420391105012,420391119004,420391104002,420391113002,420391113003,420391120012,420391101004,420391118001,420391108004,420391110001,420391114005,420391105011,420391113004,420391104001,420391106002"
42041,67.26,55,168,"420410131052,420410130002,420410116022,420410127012,420410127022,420410110022,420410130003,420410119012,420410119011,420410117002,420410126001,420410131042,420410125011,420410111013,420410127011,420410113043,420410113012,420410128011,420410102011,420410118062,420410117003,420410118071,420410117004,420410127021,420410126002,420410113041,420410118032,420410131054,420410131032,420410118072,420410101001,420410118042,420410131031,420410125012,420410111011,420410126003,420410104001,420410116063,420410118034,420410118031,420410131053,420410118033,420410114004,420410131033,420410118061,420410113053,420410125021,420410102012,420410125025,420410130001,420410128012,420410127013,420410128021,420410105004,420410130004"
42043,66.67,66,198,"420430229012,420430248021,420430245031,420430249001,420430240013,420430225011,420430248012,420430227022,420430235002,420430218002,420430226011,420430208002,420430226061,420430241011,420430245023,420430253003,420430236012,420430246013,420430240014,420430240022,420430229021,420430250001,420430220004,420430234002,420430219031,420430245022,420430246021,420430236022,420430226062,420430255003,420430245021,420430252001,420430253001,420430242001,420430244001,420430241054,420430211002,420430244002,420430240021,420430251001,420430247002,420430239004,420430248022,420430245034,420430236023,420430219032,420430241022,420430248013,420430225024,420430245033,420430240012,420430252002,420430219043,420430248011,420430251002,420430209004,420430226041,420430246011,420430246023,420430246022,420430250003,420430224011,420430224032,420430247004,420430201002,420430253002"
42045,90.89,38,417,"420454072011,420454041032,420454052001,420454101011,420454100004,420454078025,420454066002,420454103031,420454026001,420454021004,420454079011,420454072021,420454080021,420454021003,420454037021,420454099042,420454067002,420454079012,420454100001,420459801001,420454064021,420454065002,420454068022,420454101013,420454100002,420454072013,420454078011,420454102003,420454068042,420454072012,420454072014,420454107001,420454068012,420454103032,420454022001,420454043002,420454078014,420454037012"
42047,30.77,18,26,"420479510002,420479504001,420479510004,420479509001,420479509002,420479502003,420479501001,420479510003,420479510001,420479502002,420479512001,420479511001,420479513002,420479505003,420479513001,420479502001,420479505001,420479510005"
42049,70.69,68,232,"420490115085,420490112024,420490112023,420490120012,420490117021,420490122013,420490120013,420490117011,420490103013,420499900000,420490118012,420490117012,420490102011,420490119001,420490101041,420490121004,420490117025,420490112013,420490109033,420490115033,420490102021,420490103033,420490115103,420490012002,420490117023,420490102024,420490119003,420490120024,420490101042,420490102012,420490121005,420490118022,420490112011,420490101032,420490115101,420490118013,420490103031,420490112012,420490120022,420490103011,420490111022,420490112022,420490103012,420490117024,420490121001,420490118011,420490115102,420490101012,420490101011,420490105001,420490117022,420490122012,420490118021,420490122011,420490115092,420490121002,420490102022,420490103032,420490102014,420490115112,420490101013,420490122015,420490124001,420490101031,420490112021,420490004001,420490119004,420490120011"
42051,37.76,61,98,"420512605001,420512628004,420512631003,420512627023,420512631001,420512601002,420512627021,420512629003,420512603002,420512625002,420512609002,420512602001,420512616002,420512605003,420512627013,420512610002,420512601004,420512604011,420512626002,420512628002,420512633001,420512614021,420512615002,420512613002,420512602002,420512604012,420512628001,420512614012,420512626001,420512615001,420512615003,420512620002,420512629001,420512611002,420512613004,420512609001,420512627012,420512610001,420512604023,420512631004,420512601003,420512602003,420512632002,420512613003,420512616001,420512606002,420512627022,420512613005,420512611001,420512604021,420512631002,420512605004,420512614022,420512617001,420512628005,420512608001,420512605002,420512627011,420512628003,420512629002,420512629004"
42053,20.00,4,5,"420535302002,420535301001,420535301002,420535302001"
42055,37.00,63,100,"420550124001,420550112001,420550115006,420550113021,420550119002,420550119004,420550114001,420550107023,420550107011,420550125022,420550115001,420550119003,420550120012,420550120022,420550113022,420550117022,420550105021,420550121003,420550120011,420550114004,420550120023,420550125014,420550105023,420550105012,420550102002,420550104011,420550125013,420550115004,420550106001,420550114002,420550103021,420550107021,420550113011,420550107022,420550113012,420550105022,420550104023,420550101002,420550125011,420550117011,420550116001,420550105011,420550104012,420550125021,420550101001,420550105013,420550107013,420550113024,420550116002,420550116003,420550103011,420550121001,420550114005,420550102001,420550115002,420550117012,420550117013,420550120021,420550103022,420550119001,420550101003,420550115003,420550120013"
42057,0.00,11,11,"420579603002,420579601002,420579601003,420579603001,420579603003,420579602003,420579603004,420579601001,420579602002,420579602004,420579602001"
42059,28.95,27,38,"420599701026,420599703002,420599704004,420599705013,420599707001,420599701011,420599703003,420599702002,420599704003,420599701024,420599705022,420599701012,420599708001,420599702003,420599708002,420599707002,420599704002,420599708003,420599703001,420599707003,420599705023,420599708004,420599703005,420599703004,420599704001,420599705024,420599705011"
42061,13.16,33,38,"420619501001,420619508003,420619506001,420619512003,420619509001,420619505003,420619504004,420619508001,420619505001,420619512001,420619513002,420619513001,420619510002,420619503014,420619503011,420619511001,420619510001,420619506002,420619502002,420619503021,420619504003,420619508002,420619502001,420619505002,420619503012,420619510003,420619511002,420619501002,420619509002,420619503013,420619512005,420619502003,420619512004"
42063,23.94,54,71,"420639601002,420639609002,420639613002,420639621004,420639606001,420639618001,420639615004,420639602003,420639602002,420639619001,420639601003,420639607001,420639616003,420639603003,420639620002,420639608001,420639606003,420639602001,420639614001,420639609001,420639622002,420639604002,420639604001,420639609004,420639616001,420639616002,420639603002,420639605002,420639622001,420639611021,420639601001,420639618002,420639619003,420639605003,420639611022,420639614003,420639614002,420639604004,420639615001,420639603001,420639613003,420639606002,420639604003,420639615002,420639608002,420639619002,420639617002,420639602004,420639605001,420639620003,420639613001,420639615003,420639608003,420639620001"
42065,18.18,36,44,"420659505002,420659504001,420659513002,420659506002,420659508003,420659501002,420659509004,420659511004,420659506001,420659506005,420659507002,420659506004,420659503005,420659503004,420659507003,420659509003,420659511003,420659509001,420659502002,420659510001,420659506003,420659510004,420659503002,420659502003,420659503003,420659513003,420659510003,420659502001,420659508001,420659508002,420659510002,420659503001,420659507001,420659509002,420659511001,420659511002"
42067,10.53,17,19,"420670702012,420670701011,420670702023,420670701021,420670702022,420670701012,420670703001,420670702024,420670702021,420670703004,420670702011,420670704001,420670704003,420670703003,420670701022,420670703002,420670704002"
42069,67.78,58,180,"420691118023,420691129025,420691103002,420691102013,420691125005,420691118013,420691102022,420691117004,420691118011,420691129022,420691010001,420691125001,420691102023,420691106001,420691111003,420691112002,420691018003,420691118021,420691102011,420691126005,420691102012,420691012003,420691104012,420691106003,420691129024,420691005002,420691129023,420691124002,420691107001,420691129021,420691121001,420691014001,420691120002,420691102021,420691125003,420691114004,420691128005,420691102024,420691109001,420691125002,420691112004,420691106002,420691127003,420691118022,420691111001,420691110001,420691129011,420691103001,420691012002,420691124001,420691101001,420691104013,420691129012,420691113003,420691101002,420691128006,420691028002,420691129013"
42071,58.90,150,365,"420710105012,420710105023,420710141011,420710144022,420710108042,420710129002,420710143021,420710111021,420710127012,420710119031,420710140001,420710132023,420710131011,420710125011,420710119032,420710145011,420710146042,420710141023,420710131022,420710130021,420710133032,420710134002,420710121061,420710115042,420710146041,420710139014,420710141021,420710116001,420710102021,420710124041,420710102013,420710130023,420710108031,420710115032,420710142012,420710143023,420710126022,420710144012,420710125024,420710132045,420710106011,420710110001,420710126021,420710106022,420710145022,420710106012,420710131012,420710124033,420710135051,420710125012,420710105011,420710106023,420710146011,420710140004,420710126023,420710101021,420710130012,420710125021,420710141012,420710127022,420710141013,420710121062,420710106021,420710141022,420710115052,420710137042,420710101041,420710108021,420710103013,420710145023,420710145013,420710129001,420710144021,420710101043,420710105022,420710140003,420710139022,420710111013,420710103011,420710144015,420710124042,420710121071,420710105021,420710129003,420710145024,420710126011,420710143011,420710142021,420710142023,420710121074,420710146012,420710127011,420710146032,420710125023,420710118051,420710139013,420710115021,420710133053,420710111023,420710138002,420710112001,420710145012,420710108032,420710106013,420710110002,420710126012,420710137041,420710108033,420710103022,420710118022,420710102022,420710103021,420710119011,420710143022,420710143012,420710132031,420710114002,420710138001,420710121064,420710115023,420710101042,420710129004,420710103012,420710144011,420710146031,420710132041,420710108022,420710142022,420710136012,420710135043,420710105024,420710132043,420710133013,420710102011,420710145021,420710139021,420710133063,420710142013,420710108041,420710142011,420710101031,420710138003,420710139023,420710130022,420710140002,420710102012,420710119043,420710130011,420710126013,420710140005"
42073,28.57,55,77,"420730107001,420730101002,420730103001,420730102011,420730101004,420730105003,420730010002,420730109001,420730111002,420730102022,420730112002,420730108004,420730113003,420730111003,420730104001,420730102023,420730001001,420730010001,420730114001,420730114002,420730102012,420730110003,420730115001,420730002001,420730111001,420730112001,420730101001,420730115002,420730113004,420730104003,420730109002,420730102024,420730004001,420730117001,420730111004,420730105004,420730105001,420730113001,420730105002,420730115003,420730004002,420730101003,420730104002,420730107002,420730110005,420730106001,420730113002,420730115004,420730108001,420730110001,420730109003,420730009002,420730102021,420730110002,420730110004"
42075,44.57,51,92,"420750022003,420750042001,420750025001,420750005001,420750023001,420750024001,420750041002,420750022002,420750027013,420750020002,420750035002,420750027011,420750032002,420750040003,420750004022,420750037002,420750027022,420750024002,420750035003,420750029002,420750038012,420750031002,420750028021,420750039012,420750022001,420750003003,420750028011,420750030001,420750028012,420750038011,420750027023,420750031003,420750030002,420750021001,420750028022,420750027021,420750033001,420750040002,420750021002,420750030003,420750033003,420750020001,420750042002,420750028023,420750021003,420750027012,420750036001,420750032001,420750037001,420750023002,420750031001"
42077,80.30,52,264,"420770056012,420770054011,420770053021,420770055051,420770055062,420770064012,420770056011,420770069033,420770062052,420770054023,420770064023,420770053023,420770069052,420770053011,420770055031,420770052001,420770055042,420770054012,420770070001,420770054022,420770067032,420770070002,420770063024,420770060021,420770055041,420770052006,420770053022,420770069022,420770059021,420770056014,420770006001,420770059013,420770060014,420770053012,420770062033,420770063043,420770014021,420770063023,420770055032,420770055033,420770053013,420770064022,420770060023,420770096013,420770070003,420770052004,420770067022,420770054021,420770052005,420770062053,420770052002,420770059011"
42079,65.47,96,278,"420792153001,420792113032,420792156001,420792159002,420792162005,420792111022,420792164002,420792164001,420792113041,420792155023,420792015002,420792139002,420792119003,420792111015,420792117011,420792169001,420792161001,420792153003,420792169002,420792113023,420792118002,420792168001,420792166022,420792134004,420792141003,420792154001,420792111021,420792137001,420792102002,420792131001,420792112044,420792119001,420792165021,420792143002,420792180001,420792012001,420792114004,420792162004,420792162003,420792155011,420792112051,420792165023,420792118001,420792139001,420792150001,420792159001,420792101002,420792102003,420792156003,420792105005,420792155043,420792112013,420792113012,420792121004,420792114006,420792157021,420792145001,420792156002,420792156005,420792155022,420792151002,420792113042,420792168003,420792166021,420792170011,420792157012,420792158001,420792134001,420792155044,420792103002,420792103001,420792112031,420792161002,420792116002,420792113021,420792113013,420792146001,420792103003,420792120002,420792168002,420792107002,420792170012,420792105002,420792155032,420792159003,420792155012,420792179001,420792149002,420792153002,420792165022,420792113022,420792158002,420792114002,420792112043,420792155042,420792162002"
42081,46.79,58,109,"420810117012,420810101001,420810105011,420810110002,420810101002,420810113023,420810116043,420810104003,420810109001,420810112002,420810010003,420810107001,420810106003,420810113021,420810104001,420810113012,420810113011,420810117013,420810105021,420810105023,420810119005,420810107002,420810110003,420810106002,420810108001,420810102002,420810009001,420810116011,420810107004,420810008002,420810114001,420810107003,420810105022,420810102001,420810103002,420810104006,420810103001,420810112001,420810104002,420810108003,420810117022,420810114002,420810106001,420810109002,420810113025,420810103003,420810009002,420810119001,420810105012,420810010002,420810108002,420810106004,420810118001,420810111001,420810118002,420810119004,420810117021,420810113022"
42083,28.57,25,35,"420834205002,420834206001,420834208003,420834208002,420834206003,420834208001,420834206002,420834207004,420834201002,420834209001,420834206005,420834212001,420834212002,420834209002,420834210002,420834205001,420834207001,420834211001,420834205003,420834207002,420834206004,420834206006,420834210001,420834211003,420834201001"
42085,48.70,59,115,"420850320003,420850326016,420850324032,420850313001,420850325051,420850326012,420850318001,420850326011,420850319001,420850327022,420850328022,420850319002,420850327013,420850328011,420850322002,420850323002,420850325022,420850327021,420850326013,420850325041,420850328023,420850320005,420850331002,420850334001,420850328013,420850326015,420850323001,420850311002,420850320004,420850318004,420850323003,420850334002,420850324021,420850325043,420850324033,420850321002,420850328012,420850318005,420850325031,420850320002,420850327015,420850319004,420850318002,420850313002,420850328021,420850325042,420850309003,420850312003,420850331004,420850324011,420850327014,420850326022,420850331001,420850327012,420850318003,420850331003,420850325021,420850320001,420850326014"
42087,32.43,25,37,"420879606001,420879602001,420879606004,420879602002,420879604002,420879611023,420879603003,420879611013,420879605003,420879605001,420879609002,420879605002,420879603001,420879612003,420879611012,420879606002,420879612002,420879606003,420879603002,420879604003,420879601001,420879611021,420879604001,420879601003,420879612001"
42089,38.97,83,136,"420893011012,420893013021,420893012072,420893002042,420893001041,420893001042,420893014042,420893004045,420893012073,420893002013,420893014043,420893002012,420893013032,420893004011,420893003173,420893002041,420893003171,420893010051,420893003202,420893005012,420893012023,420893014061,420893003141,420893001013,420893002032,420893005021,420893014051,420893001011,420893002011,420893003201,420893013031,420893004014,420893010032,420893004051,420893001012,420893012062,420893005014,420893003132,420893013041,420893005023,420893003161,420893003211,420893012041,420893003121,420893003122,420893005013,420893010022,420893011022,420893012032,420893003142,420893004071,420893003081,420893011013,420893003162,420893004013,420893004012,420893014052,420893011021,420893013033,420893003131,420893003182,420893003111,420893013043,420893001033,420893004044,420893012022,420893003082,420893013042,420893011011,420893003112,420893012034,420893002014,420893005011,420893012042,420893004043,420893013022,420893010021,420893012043,420893004072,420893012021,420893003163,420893004061,420893004062"
42091,85.87,88,623,"420912061043,420912075001,420912068014,420912087043,420912084002,420912068013,420912060043,420912070031,420912034011,420912074001,420912067032,420912051002,420912067031,420912068015,420912085001,420912034032,420912040023,420912092011,420912084001,420912083032,420912090001,420912059063,420912060072,420912086033,420912083011,420912070015,420912067041,420912092012,420912071013,420912091003,420912078001,420912005014,420912010062,420912069053,420912076004,420912085003,420912065011,420912070013,420912058093,420912025003,420912033043,420912058113,420912030001,420912087032,420912061082,420912065023,420912039023,420912034024,420912086034,420912061051,420912085002,420912012014,420912058061,420912090004,420912078004,420912090002,420912086012,420912076001,420912060073,420912087044,420912040092,420919802001,420912007032,420912059031,420912005054,420912082033,420912059064,420912030002,420912040082,420912037011,420912075002,420912007083,420912010033,420912086011,420912005053,420912038042,420912071011,420912086014,420912065022,420912082011,420912067044,420919800001,420912007042,420912083012,420912078005,420912078003,420912070032,420912033031"
42093,23.08,10,13,"420930501002,420930503004,420930502001,420930501001,420930501003,420930504003,420930504001,420930502002,420930503002,420930504002"
42095,69.30,66,215,"420950182002,420950165002,420950160012,420950183004,420950155001,420950158021,420950112002,420950173002,420950181001,420950111001,420950176051,420950159012,420950155004,420950113003,420950183001,420950176074,420950177042,420950167001,420950159014,420950153002,420950183002,420950145001,420950157003,420950155003,420950171042,420950159023,420950170001,420950160011,420950159021,420950159011,420950180031,420950156002,420950167002,420950159022,420950167003,420950160013,420950166002,420950146001,420950102001,420950164001,420950158011,420950165001,420950169022,420950160022,420950155002,420950165003,420950153001,420950180011,420950154003,420950181004,420950176073,420950181002,420950154001,420950175021,420950158013,420950160023,420950182001,420950180041,420950159013,420950154002,420950174041,420950113002,420950172001,420950158022,420950142005,420950180013"
42097,50.59,42,85,"420970807001,420970812002,420970819002,420970802004,420970818003,420970823001,420970812001,420970817001,420970801002,420970819001,420970809002,420970807003,420970808002,420970808005,420970803012,420970809001,420970808004,420970814001,420970808003,420970808001,420970818001,420970805001,420970812004,420970804001,420970804002,420970804003,420970801001,420970803023,420970818002,420970819005,420970823002,420970802005,420970805002,420970823003,420970823004,420970805003,420970819003,420970812003,420970802001,420970819004,420970824003,420970822002"
42099,8.33,33,36,"420990302011,420990305022,420990302024,420990303021,420990301003,420990302022,420990303013,420990305014,420990303011,420990306021,420990305023,420990302023,420990303014,420990303012,420990303022,420990301002,420990302021,420990306011,420990304003,420990305011,420990306012,420990302012,420990301004,420990305012,420990306014,420990305021,420990301001,420990306022,420990303023,420990305013,420990305024,420990306013,420990301005"
42101,96.71,44,1338,"421010065003,421019892001,421010382003,421019809061,421019802001,421019892004,421019807014,421010183001,421010183003,421019807012,421010369014,421010191001,421019804001,421010146002,421019807011,421010378003,421010379003,421019800011,421010364001,421010088023,421010380001,421019891004,421019809017,421019800021,421010146001,421019809012,421019809013,421019809015,421019892003,421010378004,421019809051,421019893002,421010184002,421010170001,421019809018,421019800022,421010294002,421019801001,421019892006,421019807013,421019892007,421010033004,421010373003,421010381001"
42103,23.73,45,59,"421039506081,421039502022,421039503021,421039509022,421039509011,421039502042,421039507011,421039506071,421039507021,421039508042,421039506062,421039508043,421039508031,421039503041,421039507022,421039501042,421039507012,421039506031,421039502041,421039505042,421039503042,421039506011,421039508061,421039509012,421039506063,421039506061,421039506073,421039506065,421039502043,421039501021,421039502031,421039508062,421039502021,421039507013,421039503031,421039509021,421039507023,421039509013,421039508041,421039501023,421039501022,421039505011,421039503032,421039506072,421039509023"
42105,5.88,16,17,"421059502001,421059503001,421059505003,421059503004,421059504021,421059502003,421059501011,421059501012,421059502002,421059501022,421059504022,421059501021,421059503003,421059505002,421059503002,421059504011"
42107,43.70,76,135,"421070013001,421070009012,421070026004,421070032003,421070029002,421070001002,421070006021,421070034001,421070009023,421070004001,421070009011,421070012001,421070026001,421070009024,421070011003,421070034002,421070014001,421070012002,421070027001,421070037003,421070030001,421070029001,421070003004,421070013004,421070016001,421070036003,421070006014,421070012003,421070037001,421070037002,421070029003,421070036002,421070003003,421070030002,421070016004,421070022002,421070004002,421070031002,421070009021,421070035003,421070032004,421070035002,421070001003,421070032002,421070010001,421070038001,421070003001,421070004004,421070032005,421070007003,421070025001,421070036001,421070035004,421070009022,421070005003,421070017002,421070039002,421070025002,421070003002,421070039003,421070001001,421070012004,421070011001,421070007004,421070014002,421070035001,421070029004,421070039001,421070030003,421070016003,421070011002,421070034003,421070024002,421070032001,421070007001,421070023002"
42109,6.67,28,30,"421090703004,421090702001,421090705001,421090704001,421090706004,421090703003,421090701001,421090703005,421090702003,421090706002,421090702002,421090702005,421090707013,421090707011,421090705003,421090704002,421090706003,421090704004,421090703002,421090702004,421090701005,421090701003,421090701004,421090703001,421090706001,421090704003,421090705002,421099807051"
42111,18.67,61,75,"421110209002,421110204004,421110205003,421110214004,421110213002,421110206022,421110206013,421110213001,421110212002,421110219021,421110217003,421110214003,421110208021,421110201011,421110207004,421110217002,421110210001,421110207001,421110211001,421110209004,421110218002,421110206021,421110206023,421110218001,421110206012,421110209001,421110213003,421110206011,421110201023,421110219041,421110208013,421110209003,421110215001,421110212003,421110201022,421110205002,421110218003,421110202003,421110202002,421110219023,421110203001,421110205004,421110206024,421110215003,421110207003,421110208011,421110219031,421110202004,421110201024,421110204003,421110207002,421110205001,421110215002,421110208012,421110217001,421110201021,421110214001,421110204002,421110204001,421110212001,421110219022"
42113,0.00,9,9,"421139601012,421139602021,421139602012,421139601022,421139601023,421139602011,421139601021,421139602022,421139601011"
42115,5.00,38,40,"421150327003,421150323003,421150325002,421150320003,421150325004,421150328001,421150321002,421150320002,421150326002,421150322004,421150328002,421150327001,421150324013,421150328004,421150322003,421150326004,421150322002,421150327002,421150322001,421150328003,421150324012,421150320001,421150329011,421150323004,421150324011,421150329014,421150325003,421150326001,421150329012,421150326003,421150323002,421150323001,421150324021,421150321001,421150321003,421150325001,421150329013,421150321004"
42117,15.79,32,38,"421179505003,421179504003,421179501003,421179501004,421179509001,421179509002,421179505004,421179507003,421179505001,421179510002,421179503001,421179504001,421179504002,421179501001,421179507001,421179502001,421179504004,421179502004,421179509003,421179510001,421179506003,421179502002,421179507004,421179506004,421179507002,421179506001,421179508001,421179503004,421179505002,421179509004,421179501002,421179510003"
42119,32.26,21,31,"421190901022,421190905022,421190901023,421190902022,421190901024,421199808001,421190905024,421190904003,421190905023,421190905021,421190906001,421190902021,421190906004,421190903001,421190902011,421199801011,421190904001,421199805011,421190902012,421190901021,421190904002"
42121,26.92,38,52,"421212002021,421212002022,421212011003,421212006004,421212007001,421212002012,421212000003,421212013002,421212015002,421212001002,421212012001,421212013003,421212015005,421212012003,421212010002,421212011002,421212015004,421212005001,421212011001,421212012002,421212015003,421212013004,421212014001,421212013001,421212001003,421212011004,421212015001,421212001004,421212014002,421212008003,421212000002,421212006001,421212003001,421212006003,421212014003,421212002011,421212001001,421212006002"
42123,35.56,29,45,"421239704004,421239703005,421239711004,421239705003,421239702001,421239710001,421239701002,421239702003,421239703001,421239705004,421239712002,421239706001,421239703003,421239710002,421239706004,421239714001,421239704003,421239711003,421239704001,421239704002,421239703002,421239706003,421239703004,421239702002,421239712001,421239705001,421239714002,421239701001,421239714003"
42125,44.51,96,173,"421257227002,421257957003,421257421011,421257637002,421257910002,421257610005,421257557003,421257817003,421257320003,421257320001,421257958002,421257452001,421257711004,421257959002,421257411002,421257227001,421257437002,421257922001,421257310003,421257640001,421257511004,421257610001,421257620003,421257817001,421257310002,421257310001,421257747005,421257110002,421257727001,421257958001,421257210001,421257451011,421257451021,421257753001,421257137002,421257959004,421257110003,421257422001,421257137003,421257747003,421257711002,421257711003,421257421021,421257552001,421257752002,421257840001,421257747004,421257140001,421257731003,421257512001,421257711001,421257620001,421257461003,421257413002,421257958003,421257960001,421257921003,421257959001,421257610002,421257137001,421257463022,421257840002,421257542001,421257637001,421257840003,421257960003,421257817002,421257110001,421257552002,421257411001,421257452002,421257210003,421257620002,421257451023,421257552003,421257753002,421257712002,421257463021,421257210002,421257752001,421257227003,421257320002,421257310004,421257411003,421257747002,421257140002,421257511001,421257557002,421257747001,421257712001,421257711005,421257610004,421257960002,421257551003,421257310005,421257527001"
42127,18.37,40,49,"421279605004,421279602001,421279601001,421279608004,421279606002,421279605001,421279603001,421279608001,421279607002,421279610023,421279610011,421279606001,421279613001,421279602002,421279602003,421279609003,421279611021,421279613002,421279604002,421279606003,421279612012,421279614002,421279614003,421279604001,421279609004,421279604003,421279612011,421279608003,421279614001,421279611012,421279610022,421279603002,421279611022,421279601002,421279609002,421279605003,421279608002,421279610012,421279612021,421279605002"
42129,44.53,147,265,"421298009002,421298059032,421298079011,421298071002,421298047061,421298019023,421298010021,421298023044,421298025001,421298005001,421298069003,421298082001,421298045013,421298064002,421298017032,421298084021,421298065001,421298035012,421298048042,421298038003,421298071003,421298045042,421298038001,421298049012,421298050002,421298079022,421298021032,421298052001,421298083004,421298037003,421298049022,421298086004,421298050001,421298086001,421298031001,421298084022,421298072013,421298086003,421298017022,421298061001,421298054002,421298032002,421298023012,421298044002,421298073002,421298050003,421298051002,421298027001,421298070002,421298049011,421298072021,421298054001,421298012001,421298028002,421298059031,421298038004,421298072022,421298062002,421298024003,421298019013,421298038002,421298012002,421298017011,421298018022,421298073001,421298070003,421298018021,421298025002,421298028001,421298076001,421298074012,421298045011,421298011002,421298074042,421298066001,421298045012,421298018013,421298033022,421298024001,421298019012,421298010022,421298069002,421298081002,421298062001,421298012004,421298004001,421298036001,421298070001,421298072011,421298060002,421298084012,421298031002,421298020041,421298019011,421298021011,421298074043,421298081001,421298061002,421298019022,421298017023,421298048031,421298019021,421298079012,421298018012,421298035022,421298084024,421298078001,421298024002,421298082002,421298032001,421298079021,421298083003,421298081004,421298055002,421298001001,421298083002,421298059042,421298086002,421298065003,421298021021,421298037002,421298020012,421298011001,421298048012,421298020011,421298037001,421298073004,421298047011,421298017031,421298049021,421298066002,421298014001,421298023043,421298007001,421298007002,421298081003,421298084011,421298073003,421298017021,421298083001,421298044001,421298058001,421298071001,421298059011,421298021023,421298051001,421298069001"
